"date","value","section","grouping","sort","units","grade","level_achieved","unit_category","is_original","original_value","original_units","conversion_note"
2020,0.003,"Teachers-Ethnic","Asian","E5","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.002,"Teachers-Ethnic","Pacific Islander","E6","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.025,"Teachers-Ethnic","Two or More Races","E7","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.204,"Teachers-Other","With 5 or Fewer Years Experience","TQUAL1","percent_of_teachers","All",NA,"rate_percent",FALSE,NA,NA,NA
2020,12.9,"Teachers-Other","Average Years of Experience","TQUAL2","count","All",NA,"count_score",FALSE,NA,NA,NA
2020,0.326,"Teachers-Other","With Advanced Degrees","TQUAL3","percent_of_teachers","All",NA,"rate_percent",FALSE,NA,NA,NA
2020,0.097,"Teachers-Other","Teacher Turnover Rate","TQUAL4","rate","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.669,"Teachers-Type","Regular Education","TTYPE1","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.106,"Teachers-Type","Special Education","TTYPE2","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.054,"Teachers-Type","Compensatory Education","TTYPE3","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.037,"Teachers-Type","Bilingual-ESL Education","TTYPE4","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.059,"Teachers-Type","Career and Technology Education","TTYPE5","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2020,0.076,"Teachers-Type","Other Education-Includes G and T","TTYPE6","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.693,"Teachers-Ethnic","White","E1","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.216,"Teachers-Ethnic","Hispanic","E2","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.059,"Teachers-Ethnic","African American","E3","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.002,"Teachers-Ethnic","American Indian","E4","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.003,"Teachers-Ethnic","Asian","E5","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.002,"Teachers-Ethnic","Pacific Islander","E6","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.025,"Teachers-Ethnic","Two or More Races","E7","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.195,"Teachers-Other","With 5 or Fewer Years Experience","TQUAL1","percent_of_teachers","All",NA,"rate_percent",FALSE,NA,NA,NA
2021,13.2,"Teachers-Other","Average Years of Experience","TQUAL2","count","All",NA,"count_score",FALSE,NA,NA,NA
2021,0.331,"Teachers-Other","With Advanced Degrees","TQUAL3","percent_of_teachers","All",NA,"rate_percent",FALSE,NA,NA,NA
2021,0.088,"Teachers-Other","Teacher Turnover Rate","TQUAL4","rate","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.653,"Teachers-Type","Regular Education","TTYPE1","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.122,"Teachers-Type","Special Education","TTYPE2","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.05,"Teachers-Type","Compensatory Education","TTYPE3","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.034,"Teachers-Type","Bilingual-ESL Education","TTYPE4","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.06,"Teachers-Type","Career and Technology Education","TTYPE5","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2021,0.082,"Teachers-Type","Other Education-Includes G and T","TTYPE6","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.68,"Teachers-Ethnic","White","E1","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.225,"Teachers-Ethnic","Hispanic","E2","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.062,"Teachers-Ethnic","African American","E3","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.002,"Teachers-Ethnic","American Indian","E4","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.005,"Teachers-Ethnic","Asian","E5","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.001,"Teachers-Ethnic","Pacific Islander","E6","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.025,"Teachers-Ethnic","Two or More Races","E7","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.208,"Teachers-Other","With 5 or Fewer Years Experience","TQUAL1","percent_of_teachers","All",NA,"rate_percent",FALSE,NA,NA,NA
2022,13.2,"Teachers-Other","Average Years of Experience","TQUAL2","count","All",NA,"count_score",FALSE,NA,NA,NA
2022,0.327,"Teachers-Other","With Advanced Degrees","TQUAL3","percent_of_teachers","All",NA,"rate_percent",FALSE,NA,NA,NA
2022,0.13,"Teachers-Other","Teacher Turnover Rate","TQUAL4","rate","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.646,"Teachers-Type","Regular Education","TTYPE1","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.131,"Teachers-Type","Special Education","TTYPE2","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.052,"Teachers-Type","Compensatory Education","TTYPE3","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.031,"Teachers-Type","Bilingual-ESL Education","TTYPE4","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.064,"Teachers-Type","Career and Technology Education","TTYPE5","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2022,0.075,"Teachers-Type","Other Education-Includes G and T","TTYPE6","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.666,"Teachers-Ethnic","White","E1","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.236,"Teachers-Ethnic","Hispanic","E2","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.062,"Teachers-Ethnic","African American","E3","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.002,"Teachers-Ethnic","American Indian","E4","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.006,"Teachers-Ethnic","Asian","E5","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.001,"Teachers-Ethnic","Pacific Islander","E6","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.027,"Teachers-Ethnic","Two or More Races","E7","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.245,"Teachers-Other","With 5 or Fewer Years Experience","TQUAL1","percent_of_teachers","All",NA,"rate_percent",FALSE,NA,NA,NA
2023,12.8,"Teachers-Other","Average Years of Experience","TQUAL2","count","All",NA,"count_score",FALSE,NA,NA,NA
2023,0.318,"Teachers-Other","With Advanced Degrees","TQUAL3","percent_of_teachers","All",NA,"rate_percent",FALSE,NA,NA,NA
2023,0.196,"Teachers-Other","Teacher Turnover Rate","TQUAL4","rate","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.618,"Teachers-Type","Regular Education","TTYPE1","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.153,"Teachers-Type","Special Education","TTYPE2","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.055,"Teachers-Type","Compensatory Education","TTYPE3","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.032,"Teachers-Type","Bilingual-ESL Education","TTYPE4","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.067,"Teachers-Type","Career and Technology Education","TTYPE5","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
2023,0.075,"Teachers-Type","Other Education-Includes G and T","TTYPE6","percent_of_teachers","All",NA,"rate_percent",TRUE,NA,NA,NA
1995,20924195,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
1996,21716048.38,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
1997,22830591,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
1998,25629028,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
1999,29808241.1,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2000,33976406,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2001,35620709.85,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2002,38493612,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2003,38530196.46,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2004,39970278.15,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2005,44982145,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2006,50386506,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2007,54957315.6,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2008,65411655.15,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2009,79251383.16,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2010,89791385.4,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2011,90364023.09,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2012,92809594,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2013,89751344.4,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2014,93652230.672,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2015,102741543,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2016,112603702.211,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2017,116730909,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2018,125247326,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2019,129206192.592,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2020,131920735.947,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2021,135333867.312,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2022,132589179.47,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
2023,140063046.41,"Derived-Totals","Total Program Expenses","DER01","dollars","All",NA,"dollars",FALSE,NA,NA,NA
1995,12308662.23,"Expenses-Function","Instructional","EC1","dollars","All",NA,"dollars",FALSE,0.53,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1995,1625672.37,"Expenses-Function","Central Administrative","EC2","dollars","All",NA,"dollars",FALSE,0.07,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1995,928955.64,"Expenses-Function","Campus Administrative-School Leadership","EC3","dollars","All",NA,"dollars",FALSE,0.04,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1995,2554628.01,"Expenses-Function","Plant Services","EC4","dollars","All",NA,"dollars",FALSE,0.11,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1995,3483583.65,"Expenses-Function","Other Operating","EC5","dollars","All",NA,"dollars",FALSE,0.15,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1995,2322389.1,"Expenses-Function","Non-Operating","EC6","dollars","All",NA,"dollars",FALSE,0.1,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1995,12973000.9,"Expenses-Program","Regular Education","PROGE1","dollars","All",NA,"dollars",FALSE,0.62,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1995,NA,"Expenses-Program","Un-Allocated Expenditures","PROGE10","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1995,3347871.2,"Expenses-Program","Special Education","PROGE2","dollars","All",NA,"dollars",FALSE,0.16,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1995,2929387.3,"Expenses-Program","Compensatory-Accelerated Education","PROGE3","dollars","All",NA,"dollars",FALSE,0.14,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1995,209241.95,"Expenses-Program","Bilingual-ESL Education","PROGE4","dollars","All",NA,"dollars",FALSE,0.01,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1995,836967.8,"Expenses-Program","Career and Technology Education","PROGE5","dollars","All",NA,"dollars",FALSE,0.04,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1995,627725.85,"Expenses-Program","Gifted and Talented Education","PROGE6","dollars","All",NA,"dollars",FALSE,0.03,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1995,NA,"Expenses-Program","Athletics-Related Activities","PROGE7","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1995,NA,"Expenses-Program","High School Allotment","PROGE8","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1995,NA,"Expenses-Program","Prekindergarten","PROGE9","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1996,12341724.6,"Expenses-Function","Instructional","EC1","dollars","All",NA,"dollars",FALSE,0.51,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1996,1693962.2,"Expenses-Function","Central Administrative","EC2","dollars","All",NA,"dollars",FALSE,0.07,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1996,967978.4,"Expenses-Function","Campus Administrative-School Leadership","EC3","dollars","All",NA,"dollars",FALSE,0.04,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1996,2419946,"Expenses-Function","Plant Services","EC4","dollars","All",NA,"dollars",FALSE,0.1,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1996,3871913.6,"Expenses-Function","Other Operating","EC5","dollars","All",NA,"dollars",FALSE,0.16,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1996,2661940.6,"Expenses-Function","Non-Operating","EC6","dollars","All",NA,"dollars",FALSE,0.11,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1996,12812468.5442,"Expenses-Program","Regular Education","PROGE1","dollars","All",NA,"dollars",FALSE,0.59,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1996,NA,"Expenses-Program","Un-Allocated Expenditures","PROGE10","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1996,3474567.7408,"Expenses-Program","Special Education","PROGE2","dollars","All",NA,"dollars",FALSE,0.16,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1996,3257407.257,"Expenses-Program","Compensatory-Accelerated Education","PROGE3","dollars","All",NA,"dollars",FALSE,0.15,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1996,217160.4838,"Expenses-Program","Bilingual-ESL Education","PROGE4","dollars","All",NA,"dollars",FALSE,0.01,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1996,868641.9352,"Expenses-Program","Career and Technology Education","PROGE5","dollars","All",NA,"dollars",FALSE,0.04,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1996,1302962.9028,"Expenses-Program","Gifted and Talented Education","PROGE6","dollars","All",NA,"dollars",FALSE,0.06,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1996,NA,"Expenses-Program","Athletics-Related Activities","PROGE7","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1996,NA,"Expenses-Program","High School Allotment","PROGE8","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1996,NA,"Expenses-Program","Prekindergarten","PROGE9","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1997,14626683.02,"Expenses-Function","Instructional","EC1","dollars","All",NA,"dollars",FALSE,0.58,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1997,1765289.33,"Expenses-Function","Central Administrative","EC2","dollars","All",NA,"dollars",FALSE,0.07,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1997,1260920.95,"Expenses-Function","Campus Administrative-School Leadership","EC3","dollars","All",NA,"dollars",FALSE,0.05,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1997,2774026.09,"Expenses-Function","Plant Services","EC4","dollars","All",NA,"dollars",FALSE,0.11,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1997,4034947.04,"Expenses-Function","Other Operating","EC5","dollars","All",NA,"dollars",FALSE,0.16,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1997,2269657.71,"Expenses-Function","Non-Operating","EC6","dollars","All",NA,"dollars",FALSE,0.09,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1997,13926660.51,"Expenses-Program","Regular Education","PROGE1","dollars","All",NA,"dollars",FALSE,0.61,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1997,NA,"Expenses-Program","Un-Allocated Expenditures","PROGE10","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1997,3881200.47,"Expenses-Program","Special Education","PROGE2","dollars","All",NA,"dollars",FALSE,0.17,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1997,2739670.92,"Expenses-Program","Compensatory-Accelerated Education","PROGE3","dollars","All",NA,"dollars",FALSE,0.12,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1997,228305.91,"Expenses-Program","Bilingual-ESL Education","PROGE4","dollars","All",NA,"dollars",FALSE,0.01,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1997,913223.64,"Expenses-Program","Career and Technology Education","PROGE5","dollars","All",NA,"dollars",FALSE,0.04,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1997,1141529.55,"Expenses-Program","Gifted and Talented Education","PROGE6","dollars","All",NA,"dollars",FALSE,0.05,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1997,NA,"Expenses-Program","Athletics-Related Activities","PROGE7","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1997,NA,"Expenses-Program","High School Allotment","PROGE8","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1997,NA,"Expenses-Program","Prekindergarten","PROGE9","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1998,14843323.04,"Expenses-Function","Instructional","EC1","dollars","All",NA,"dollars",FALSE,0.49,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1998,1817549.76,"Expenses-Function","Central Administrative","EC2","dollars","All",NA,"dollars",FALSE,0.06,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1998,1514624.8,"Expenses-Function","Campus Administrative-School Leadership","EC3","dollars","All",NA,"dollars",FALSE,0.05,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1998,3332174.56,"Expenses-Function","Plant Services","EC4","dollars","All",NA,"dollars",FALSE,0.11,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1998,4543874.4,"Expenses-Function","Other Operating","EC5","dollars","All",NA,"dollars",FALSE,0.15,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1998,4543874.4,"Expenses-Function","Non-Operating","EC6","dollars","All",NA,"dollars",FALSE,0.15,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1998,15889997.36,"Expenses-Program","Regular Education","PROGE1","dollars","All",NA,"dollars",FALSE,0.62,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1998,NA,"Expenses-Program","Un-Allocated Expenditures","PROGE10","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1998,4100644.48,"Expenses-Program","Special Education","PROGE2","dollars","All",NA,"dollars",FALSE,0.16,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1998,3075483.36,"Expenses-Program","Compensatory-Accelerated Education","PROGE3","dollars","All",NA,"dollars",FALSE,0.12,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1998,256290.28,"Expenses-Program","Bilingual-ESL Education","PROGE4","dollars","All",NA,"dollars",FALSE,0.01,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1998,1025161.12,"Expenses-Program","Career and Technology Education","PROGE5","dollars","All",NA,"dollars",FALSE,0.04,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1998,1281451.4,"Expenses-Program","Gifted and Talented Education","PROGE6","dollars","All",NA,"dollars",FALSE,0.05,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1998,NA,"Expenses-Program","Athletics-Related Activities","PROGE7","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1998,NA,"Expenses-Program","High School Allotment","PROGE8","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1998,NA,"Expenses-Program","Prekindergarten","PROGE9","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1999,16977431.64,"Expenses-Function","Instructional","EC1","dollars","All",NA,"dollars",FALSE,0.52,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1999,1958934.42,"Expenses-Function","Central Administrative","EC2","dollars","All",NA,"dollars",FALSE,0.06,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1999,1632445.35,"Expenses-Function","Campus Administrative-School Leadership","EC3","dollars","All",NA,"dollars",FALSE,0.05,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1999,3591379.77,"Expenses-Function","Plant Services","EC4","dollars","All",NA,"dollars",FALSE,0.11,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1999,5550314.19,"Expenses-Function","Other Operating","EC5","dollars","All",NA,"dollars",FALSE,0.17,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1999,3264890.7,"Expenses-Function","Non-Operating","EC6","dollars","All",NA,"dollars",FALSE,0.1,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
1999,19375356.715,"Expenses-Program","Regular Education","PROGE1","dollars","All",NA,"dollars",FALSE,0.65,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1999,NA,"Expenses-Program","Un-Allocated Expenditures","PROGE10","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1999,4769318.576,"Expenses-Program","Special Education","PROGE2","dollars","All",NA,"dollars",FALSE,0.16,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1999,3278906.521,"Expenses-Program","Compensatory-Accelerated Education","PROGE3","dollars","All",NA,"dollars",FALSE,0.11,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1999,298082.411,"Expenses-Program","Bilingual-ESL Education","PROGE4","dollars","All",NA,"dollars",FALSE,0.01,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1999,1490412.055,"Expenses-Program","Career and Technology Education","PROGE5","dollars","All",NA,"dollars",FALSE,0.05,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1999,894247.233,"Expenses-Program","Gifted and Talented Education","PROGE6","dollars","All",NA,"dollars",FALSE,0.03,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1999,NA,"Expenses-Program","Athletics-Related Activities","PROGE7","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1999,NA,"Expenses-Program","High School Allotment","PROGE8","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
1999,NA,"Expenses-Program","Prekindergarten","PROGE9","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
2000,19210017.32,"Expenses-Function","Instructional","EC1","dollars","All",NA,"dollars",FALSE,0.52,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
2000,2585963.87,"Expenses-Function","Central Administrative","EC2","dollars","All",NA,"dollars",FALSE,0.07,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
2000,1847117.05,"Expenses-Function","Campus Administrative-School Leadership","EC3","dollars","All",NA,"dollars",FALSE,0.05,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
2000,3694234.1,"Expenses-Function","Plant Services","EC4","dollars","All",NA,"dollars",FALSE,0.1,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
2000,6649621.38,"Expenses-Function","Other Operating","EC5","dollars","All",NA,"dollars",FALSE,0.18,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
2000,2955387.28,"Expenses-Function","Non-Operating","EC6","dollars","All",NA,"dollars",FALSE,0.08,"percent_of_exp","Converted from percent_of_exp using Total Expenditures"
2000,22424427.96,"Expenses-Program","Regular Education","PROGE1","dollars","All",NA,"dollars",FALSE,0.66,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
2000,NA,"Expenses-Program","Un-Allocated Expenditures","PROGE10","dollars","All",NA,"dollars",FALSE,NA,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
2000,5436224.96,"Expenses-Program","Special Education","PROGE2","dollars","All",NA,"dollars",FALSE,0.16,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
2000,3397640.6,"Expenses-Program","Compensatory-Accelerated Education","PROGE3","dollars","All",NA,"dollars",FALSE,0.1,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
2000,339764.06,"Expenses-Program","Bilingual-ESL Education","PROGE4","dollars","All",NA,"dollars",FALSE,0.01,"percent_of_prog_exp","Converted from percent_of_prog_exp using Total Program Expenses"
